sor_id;navn;type;sygehus;shak;vej;postnr;by;region
1041000016008;Ergoterapi, Genoptræningscenteret Albertslund;genoptræningsenhed;Sundhed, Pleje og Omsorg;;Skolegangen 1;2620;Albertslund;Hovedstaden
1051000016006;Fysioterapi, Genoptræningscenteret Albertslund;genoptræningsenhed;Sundhed, Pleje og Omsorg;;Skolegangen 1;2620;Albertslund;Hovedstaden
1071000016004;Træningsenhed Vojens;genoptræningsenhed;Sundhed og Forebyggelse;;Rådhuscentret 7;6500;Vojens;Syddanmark
1081000016002;Træningsenhed Kong Frederik d. IX;genoptræningsenhed;Sundhed og Forebyggelse;;Ribe Landevej 128;6100;Haderslev;Syddanmark
1091000016000;Træning;genoptræningsenhed;Sundhed og Forebyggelse;;Varbergvej 11;6100;Haderslev;Syddanmark
1101000016006;Træningsenhed Engparken;genoptræningsenhed;Sundhed og Forebyggelse;;Kirkealle 22;6510;Gram;Syddanmark
1381000016000;Træning Huset;genoptræningsenhed;Social Omsorg;;Ny Skolegade 4;8723;Løsning;Midtjylland
1421000016007;Træning Nederbylund Plejehjem;genoptræningsenhed;Social Omsorg;;Fælledvej 1;7160;Tørring;Midtjylland
1461000016001;Genoptræning Lærkegaard Center;genoptræningsenhed;Social, sundhed og omsorg, Herlev;;Persillehaven 28;2730;Herlev;Hovedstaden
1551000016000;Genoptræning og forebyggelse, Holbæk Kommune;genoptræningsenhed;Social og Sundhed;;Sports Allé 1;4300;Holbæk;Sjælland
1621000016009;Træningscenter Skagen;genoptræningsenhed;Social- og Sundhedsdirektør;;Hans Baghs Vej 27;9990;Skagen;Nordjylland
1671000016008;Træningscenter Sæby;genoptræningsenhed;Social- og Sundhedsdirektør;;Stygge Krumpens Vej 4;9300;Sæby;Nordjylland
1701000016007;Genoptræning og Forebyggelse, Furesø;genoptræningsenhed;Center for Sundhed og Seniorliv;;Stiager 2;3500;Værløse;Hovedstaden
1761000016006;TrænTerapeuter Gislev;genoptræningsenhed;Social og Sundhed;;Nørrevænget 1;5854;Gislev;Syddanmark
1781000016004;TrænTerapeuter Faaborg;genoptræningsenhed;Social og Sundhed;;Tømmergaarden 6;5600;Faaborg;Syddanmark
1801000016003;TrænTerapeuter Broby;genoptræningsenhed;Social og Sundhed;;Åløkkevej 4;5672;Broby;Syddanmark
1831000016007;Center for Rehabilitering og Forebyggelse, Gentofte Kommune;genoptræningsenhed;Social og Sundhed;;Schioldannsvej 31;2920;Charlottenlund;Hovedstaden
1871000016009;Genoptræning, Guldborgsund Kommune;genoptræningsenhed;Sundhed & Omsorg;;Møllebakken 5;4800;Nykøbing F;Sjælland
1891000016008;Sundhed, genoptræning og rehabilitering;genoptræningsenhed;Senior og Velfærd;;Færøvej 74;5500;Middelfart;Syddanmark
1951000016005;Genoptræningsteamet, Næstved Kommune;genoptræningsenhed;Sundhed og Ældre;;Præstøvej 67;4700;Næstved;Sjælland
1971000016003;Børneterapien;genoptræningsenhed;Børn- og Ungeforvaltningen;;Ørbækvej 100A;5220;Odense SØ;Syddanmark
2001000016001;Genoptræning - Sundhedens Center - SOR;genoptræningsenhed;Sundhed, Handicap og Rehabilitering;;Lindhøjvænget 1;5330;Munkebo;Syddanmark
2011000016004;Genoptræning, Odense Kommune;genoptræningsenhed;Sundheds-, Omsorgs- og Forebyggelsesforvaltningen;;Ørbækvej 100B;5220;Odense SØ;Syddanmark
2031000016005;Vedligeholdende træning - Birkelund;genoptræningsenhed;Sundhed, Handicap og Rehabilitering;;Røjrupvej 9;5550;Langeskov;Syddanmark
2401000016006;Rehabilitering/Akutpleje Kirsebærhaven;rehabiliteringsenhed;Sundheds- og Omsorgsforvaltningen;;Kirsebærhaven 20;2500;Valby;Hovedstaden
2551000016006;Center for Genoptræning - Østerbro, Københavns Kommune;genoptræningsenhed;Sundheds- og Omsorgsforvaltningen;;Randersgade 60;2100;København Ø;Hovedstaden
2641000016007;Sundhedsfremme og Forebyggelse, Sundhedscenter Vest;sundhedscenter;Sundhed og Omsorg;;Kirkegade 3;6880;Tarm;Midtjylland
2661000016008;Sct. Bendts Børnehave genoptræning;genoptræningsenhed;Social og Sundhed;;Søndervang 26;4100;Ringsted;Sjælland
2681000016001;Asgårdsskolen - Genoptræning;genoptræningsenhed;Social og Sundhed;;Smålodsvej 20;4100;Ringsted;Sjælland
2701000016004;Ådalsskolen Genoptræning;genoptræningsenhed;Social og Sundhed;;Eriksvej 4;4100;Ringsted;Sjælland
2741000016001;Genoptræningscenter Skovbrynet;genoptræningsenhed;Social og Sundhed;;Søengen 4;2840;Holte;Hovedstaden
2761000016000;Genoptræningscenter Teglporten;genoptræningsenhed;Social og Sundhed;;Teglporten 11;3460;Birkerød;Hovedstaden
3041000016009;Træningsafdelingen;sundhedscenter;Sundhed og Ældre;;Århusvej 35;8400;Ebeltoft;Midtjylland
3081000016003;Træningsafdelingen, Svendborg Kommune;genoptræningsenhed;Ældre, Social og Sundhed;;Svinget 14;5700;Svendborg;Syddanmark
3411000016004;Træning og Rehabilitering;genoptræningsenhed;Social – Sundhed & Kultur;;Lerpyttervej 50;7700;Thisted;Nordjylland
3531000016006;Center for Sundhedsfremme;sundhedscenter;Social og Sundhed;;Ringkøbingvej 32;6800;Varde;Syddanmark
3601000016003;Træning og Forebyggelse, Aabenraa Kommune;genoptræningsenhed;Social og Sundhed, Aabenraa Kommune;;Vestergade 14;6230;Rødekro;Syddanmark
3651000016002;Træningscentret - Sorø Kommune;genoptræningsenhed;Sorø Kommune – Social og Sundhed;;Dr. Kaarsbergsvej 5;4180;Sorø;Sjælland
4021000016001;Sundhedsfremme og forebyggelse, Morsø Kommune;sundhedscenter;Social og Sundhed, Morsø Kommune;;Strandparken 48;7900;Nykøbing M;Nordjylland
4041000016006;Træning og Rehabilitering;genoptræningsenhed;Social  &  Sundhed;;Nordre Kajgade 1;9500;Hobro;Nordjylland
4161000016008;Sundhedscenter, Vejle;sundhedscenter;Sundhedscenter, Vejle;;Vestre Engvej 51A;7100;Vejle;Syddanmark
4191000016004;Brørup Sundhedscenter - Træning og Livsstil;sundhedscenter;Sundhedsforvaltning;;Fredensvej 3B;6650;Brørup;Syddanmark
4231000016006;Genoptræning Sundhed- og Frivillighedscenteret;sundhedscenter;Sundhed og Omsorg;;Hovedgaden 46;4652;Hårlev;Sjælland
4271000016008;Genoptræningscenter Korsør;genoptræningsenhed;Sundhed og Ældre;;Lützensvej 1;4220;Korsør;Sjælland
4301000016006;Team Assens;genoptræningsenhed;Social & Sundhed;;Korsvangcentret 5;5610;Assens;Syddanmark
4361000016005;Genoptræning, Dragør Kommune;genoptræningsenhed;Center for Sundhed, Pleje og Rehabilitering, Dragør Kommune;;Kamillevej 4;2770;Kastrup;Hovedstaden
4451000016002;Sundhedsfremme og Forebyggelse;sundhedscenter;Social og beskæftigelsesforvaltningen;;Kildemosen 7;8305;Samsø;Midtjylland
4461000016004;Træning & Forebyggelse, Fredericia Kommune;genoptræningsenhed;Senior og Handicap;;Dronningensgade 97;7000;Fredericia;Syddanmark
4521000016006;Visitation for Træning i Roskilde Kommune;genoptræningsenhed;Social og Sundhed;;Rådhusbuen 1;4000;Roskilde;Sjælland
4601000016000;Træningscenter Odder Kommune;genoptræningsenhed;Social, Sundhed og Omsorg;;Vitaparkvej 3;8300;Odder;Midtjylland
4641000016002;Nyborg Kommunes Træningsafdeling;genoptræningsenhed;Sundhed og Ældre;;Skaboeshusevej 100D;5800;Nyborg;Syddanmark
4721000016003;Genoptræningsenheden, Herning;genoptræningsenhed;Social, Sundhed og Beskæftigelse;;Torvet 5;7400;Herning;Midtjylland
4761000016009;Hjørring Kommune - Træningsenhed;genoptræningsenhed;Sundheds-, Ældre- og handicapforvaltningen;;Bistrupvej 3;9800;Hjørring;Nordjylland
4841000016003;Genoptræning og forebyggelse, Hørsholm Kommune;genoptræningsenhed;Center for Sundhed og Omsorg;;Louiselund 9;2970;Hørsholm;Hovedstaden
4861000016002;Genoptræning og forebyggelse i Sundheds- og Akuthuset;genoptræningsenhed;Sundhed og Pleje;;Nørre Alle 31;4400;Kalundborg;Sjælland
4891000016006;Træning og Sundhedsfremme;genoptræningsenhed;Sundhed og Omsorg;;Frisenborgparken 26;7430;Ikast;Midtjylland
5011000016009;Genoptræningscenter Slagelse;genoptræningsenhed;Sundhed og Ældre;;Grønningen 3;4200;Slagelse;Sjælland
5071000016001;Træning, Køge Kommune;genoptræningsenhed;Velfærdsforvaltningen;;Rådhusstræde 10C;4600;Køge;Sjælland
5181000016000;Genoptræningen, Solrød;genoptræningsenhed;Sundhed og Omsorg;;Solrød Center 3;2680;Solrød Strand;Sjælland
5321000016003;Træningscenter Bred;genoptræningsenhed;Social & Sundhed;;Bredgade 80;5492;Vissenbjerg;Syddanmark
5331000016001;Ergo- og Fysioterapeutisk Børneteam;sundhedscenter;Børn, Unge & Uddannelse;;Møllebakken 22A;5690;Tommerup;Syddanmark
5911000016008;Træningsafdelingen;genoptræningsenhed;Social- og Sundhed;;Østergade 30;7620;Lemvig;Midtjylland
5931000016002;Sagsbehandlende Ergoterapeuter;genoptræningsenhed;Social- og Sundhed;;Nygade 16;7620;Lemvig;Midtjylland
6061000016003;Center for Træning, Holstebro Kommune;genoptræningsenhed;Social og Sundhed;;Stationsvej 35;7500;Holstebro;Midtjylland
7221000016003;Træning Kastaniegården;genoptræningsenhed;Social- og Sundhedsdirektør;;Arenfeldtsgade 22;9900;Frederikshavn;Nordjylland
7481000016001;Aalborg Sundhedscenter;sundhedscenter;Klima, Kultur og Sundhed;;Teglgårds Plads 1;9000;Aalborg;Nordjylland
7561000016007;Fysikken;genoptræningsenhed;Social og Sundhed;;Fuglebakken 1;4100;Ringsted;Sjælland
7571000016002;Børn, Sundhedsafdelingen, Jammerbugt;genoptræningsenhed;Social,  Sundhed og beskæftigelsesforvaltning;;Bredgade 101;9490;Pandrup;Nordjylland
7591000016003;Distriktstræning - Ceres;genoptræningsenhed;Job og Velfærd;;Nørretorv 3;8700;Horsens;Midtjylland
7601000016007;Distriktstræning - Lindehøj;genoptræningsenhed;Job og Velfærd;;Langmarksvej 85;8700;Horsens;Midtjylland
7611000016009;Distriktstræning - Præsthøjgården;genoptræningsenhed;Job og Velfærd;;Ternevej 66;8700;Horsens;Midtjylland
7621000016000;Distriktstræning - Dronning Ingrids hjem;genoptræningsenhed;Job og Velfærd;;Dronning Ingrids Vej 1;8740;Brædstrup;Midtjylland
7671000016001;Neurocenter AAK;genoptræningsenhed;Sundhed og Omsorg;;Evald Krogs Gade 1C;8000;Aarhus C;Midtjylland
7831000016002;Distrikt Frederiksodde;genoptræningsenhed;Senior og Handicap;;Ullerupdalvej 10;7000;Fredericia;Syddanmark
7941000016002;Hospitalerne i Nordsjælland;Hospital;Hospitalerne i Nordsjælland;2000;Dyrehavevej 29;3400;Hillerød;Hovedstaden
7951000016004;Hillerød Hospital;Center;Hospitalerne i Nordsjælland;2000;Dyrehavevej 29;3400;Hillerød;Hovedstaden
8031000016007;Rigshospitalet;Hospital;Rigshospitalet;1301;Blegdamsvej 9;2100;København Ø;Hovedstaden
8041000016000;Esbjerg Sygehus Grindsted Sygehus;Hospital;Esbjerg Sygehus Grindsted Sygehus;5501;Finsensgade 35;6700;Esbjerg;Syddanmark
8051000016002;Sygehus Sønderjylland;Hospital;Sygehus Sønderjylland;5000;Kresten Philipsens Vej 15;6200;Aabenraa;Syddanmark
8061000016004;Sygehus Lillebælt;Hospital;Sygehus Lillebælt;;Beriderbakken 4;7100;Vejle;Syddanmark
8071000016009;Odense Universitetshospital - Svendborg;Hospital;Odense Universitetshospital - Svendborg;;J.B. Winsløws Vej 4;5000;Odense C;Syddanmark
8081000016006;Psykiatrien Region Syddanmark;Hospital;Psykiatrien Region Syddanmark;;Lille Grundet Hulvej 25;7100;Vejle;Syddanmark
8091000016008;Region Sjællands Sygehusvæsen;Hospital;Region Sjællands Sygehusvæsen;3800;Alleen 15;4180;Sorø;Sjælland
8111000016000;Kildebo, Center for Neurorehabilitering;genoptræningsenhed;Kildebo, Center for Neurorehabilitering;;Præstøvej 86;4640;Faxe;Sjælland
8171000016008;STAMPE Aalborg;genoptræningsenhed;Børn og Unge;;Saturnvej 7;9200;Aalborg SV;Nordjylland
185961000016002;Øfeldt - optræning af smerter og lammelser, Rødovre;genoptræningsenhed;Øfeldt - optræning af smerter og lammelser, Rødovre;;Mose Alle 8;2610;Rødovre;Hovedstaden
192971000016000;Klinisk diætist Inger Bols;sundhedscenter;Klinisk diætist Inger Bols;;Høbjerg Hegn 42;3200;Helsinge;Hovedstaden
193071000016008;Folkesundhed Aarhus;sundhedscenter;Sundhed og Omsorg;;Evald Krogs Gade 1A;8000;Aarhus C;Midtjylland
193221000016001;Genoptræning, Københavns Kommune;genoptræningsenhed;Sundheds- og Omsorgsforvaltningen;;Borups Allé 41;2200;København N;Hovedstaden
193331000016008;Træning Sundhedscenter Odsherred Kommune;sundhedscenter;Træning Sundhedscenter Odsherred Kommune;;Sygehusvej 5;4500;Nykøbing Sj;Sjælland
193341000016001;Genoptræning, Odsherred Kommune;genoptræningsenhed;Omsorg og Sundhed;;Sygehusvej 5;4500;Nykøbing Sj;Sjælland
218331000016002;HI Akut Overafd.;Overafdeling;Hospitalerne i Nordsjælland;200017;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218361000016005;HI Akutafd., senge;Afdeling;Hospitalerne i Nordsjælland;2000170;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218381000016003;Akut afsnit HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218391000016001;HI Akutafd., skadestue;Afdeling;Hospitalerne i Nordsjælland;2000178;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218401000016003;Skadestueafsnit HI;skadestue;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218421000016005;HI Børne- og unge overafdeling;Overafdeling;Hospitalerne i Nordsjælland;200010;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218431000016007;HI Børne- og ungeafd., amb.;Afdeling;Hospitalerne i Nordsjælland;2000109;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218441000016000;Børne- og unge, akut ambulante 1521;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218451000016002;Børne og unge amb-afs. 1521 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218461000016004;Børne-unge Overvægtamb 1521 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218471000016009;Børne og unge amb-afs. 1541 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218481000016006;Endokrinologisk amb-afs. HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218491000016008;Infektionsamb-afs. HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218501000016004;Nefrologiamb-afs. HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218511000016002;Neurologiamb-afs. HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218521000016006;Astma-allergi-pulm.amb-afs. HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218531000016008;Tilsyn fra Børne og ungeafd HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218541000016001;HI Børne- og ungeafd., senge;Afdeling;Hospitalerne i Nordsjælland;2000100;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218551000016003;Børne og unge sengeafs 0632 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218561000016000;Børne og unge akutmod. 1521 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218571000016005;Børne og unge sengeafs 1531 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218581000016007;Børne og unge sengeafs 1541 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218601000016000;HI Øre, Næse og Hals Overafd.;Overafdeling;Hospitalerne i Nordsjælland;200029;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218611000016003;HI Øre-næse-halsafd., amb.;Afdeling;Hospitalerne i Nordsjælland;200029A;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218621000016007;Øre-næse-hals amb-afs. 0832 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218631000016009;Tilsyn fra Øre/næse/halsafd HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218641000016002;HI Høreklinik, amb.;Afdeling;Hospitalerne i Nordsjælland;200029B;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218651000016004;Høreklinik amb-afs. 0831 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218671000016006;HI Øre-næse-halsafd., senge;Afdeling;Hospitalerne i Nordsjælland;2000291;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218681000016008;Øre-næse-hals sengeafs. 0631 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218691000016005;Øre-næse-hals OP afs. 0820 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218721000016003;HI Diætist Afd.;Afdeling;Hospitalerne i Nordsjælland;2000331;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218731000016001;Diætistafs. HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218751000016006;HI Onkologisk og Palliativ Oafd;Overafdeling;Hospitalerne i Nordsjælland;200022;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218761000016009;FS Palliativ Udkør. Afd., amb.;Afdeling;Hospitalerne i Nordsjælland;200022B;Frederikssundsvej 30;3600;Frederikssund;Hovedstaden
218771000016004;Palliativ Udkør ambafs A7A8 FS;Afsnit;Hospitalerne i Nordsjælland;;Frederikssundsvej 30;3600;Frederikssund;Hovedstaden
218781000016002;Tilsyn fra Palliativ amb. FS;Afsnit;Hospitalerne i Nordsjælland;;Frederikssundsvej 30;3600;Frederikssund;Hovedstaden
218791000016000;FS Palliativ Afd., senge;Afdeling;Hospitalerne i Nordsjælland;2000220;Frederikssundsvej 30;3600;Frederikssund;Hovedstaden
218801000016001;Palliativ sengeafs. A78A FS;Afsnit;Hospitalerne i Nordsjælland;;Frederikssundsvej 30;3600;Frederikssund;Hovedstaden
218811000016004;HI Onkologisk Afd., amb.;Afdeling;Hospitalerne i Nordsjælland;200022O;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218821000016008;Onkologisk amb-afs 0862 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218831000016005;Onkologisk tilsyn HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218861000016002;HI Onkologisk Afd., senge;Afdeling;Hospitalerne i Nordsjælland;2000228;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218871000016007;Onkologisk sengeafs 0861 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218891000016006;HI Gynækologi-Obstetrik Oafd;Overafdeling;Hospitalerne i Nordsjælland;200025;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218901000016007;HI Gynækologisk Afd., amb.;Afdeling;Hospitalerne i Nordsjælland;200025G;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218911000016009;Urogyn amb-afs. 0122 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218921000016000;Gyn. amb-afs. 0211 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218941000016005;Gynækologisk tilsyn HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218951000016008;HI Obstetrisk Afd., amb.;Afdeling;Hospitalerne i Nordsjælland;200025O;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218961000016006;Jordemoderkons. afs. FS;Afsnit;Hospitalerne i Nordsjælland;;Frederikssundsvej 30;3600;Frederikssund;Hovedstaden
218971000016001;Svangre amb-afs. 0112 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218981000016004;Jordemoderkons. afs. HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
218991000016002;Obstetrisk tilsyn HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219021000016009;HI Gynækologisk Afd., senge;Afdeling;Hospitalerne i Nordsjælland;2000250;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219031000016006;Gyn sengeafs. 0121 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219041000016004;HI Obstetrisk Afd., senge;Afdeling;Hospitalerne i Nordsjælland;2000251;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219071000016008;Barselafs 1 sengeafs. 1543 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219081000016005;Barselafs 2 sengeafs. 0142 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219091000016007;Akut mod. for gravide 0131 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219101000016001;Fødegang, sengeafs. 0232 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219121000016008;HI Kardiologisk Overafdeling;Overafdeling;Hospitalerne i Nordsjælland;200027;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219131000016005;HI Kardiologisk Afd., amb.;Afdeling;Hospitalerne i Nordsjælland;200027A;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219141000016003;Ambulatoriehuset - Kardiologisk Ambulatorium 51 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219151000016000;Kardiologi amb-afs 0841 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219161000016002;Kardiologisk tilsyn HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219211000016005;HI Kardiologisk Afd. senge;Afdeling;Hospitalerne i Nordsjælland;2000271;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219221000016001;Kardiologisk Sengeafs 0641 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219271000016002;Kl. Immunologi Overafd. fra RH;Overafdeling;Hospitalerne i Nordsjælland;200086;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219281000016000;KI. Immunologi Afd. fra Rh;Afdeling;Hospitalerne i Nordsjælland;2000861;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219291000016003;FS KI. Immunologi afs. Fra Rh;Afsnit;Hospitalerne i Nordsjælland;;Frederikssundsvej 30;3600;Frederikssund;Hovedstaden
219301000016004;HI Kl. Immunologi 1610 Fra Rh;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219371000016005;HI Kirurgisk Overafdeling;Overafdeling;Hospitalerne i Nordsjælland;200030;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219391000016009;HI Kirurgisk Afd., amb.;Afdeling;Hospitalerne i Nordsjælland;200030A;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219401000016007;Kir amb-afs 0622 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219411000016009;Kir amb-afs 0624 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219421000016000;Kir amb-afs Stomi 0141 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219431000016003;Kirurgisk tilsyn HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219441000016005;FS Kir. Afd., Med. Gas., amb.;Afdeling;Hospitalerne i Nordsjælland;200030B;Frederikssundsvej 30;3600;Frederikssund;Hovedstaden
219451000016008;Kir amb-afs Med Gas FS;Afsnit;Hospitalerne i Nordsjælland;;Frederikssundsvej 30;3600;Frederikssund;Hovedstaden
219461000016006;Kir amb-afs Med Gas endo FS;Afsnit;Hospitalerne i Nordsjælland;;Frederikssundsvej 30;3600;Frederikssund;Hovedstaden
219471000016001;HI Kirurgisk Afd., senge;Afdeling;Hospitalerne i Nordsjælland;2000301;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219481000016004;Kir sengeafs 0151 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219501000016006;HI Kir. Afd., Med. Gas., senge;Afdeling;Hospitalerne i Nordsjælland;2000302;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219721000016007;HI Klinisk Biokemisk Overafd.;Overafdeling;Hospitalerne i Nordsjælland;200085;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219731000016009;Kl. Biokemisk Afd., Udefkt. FS;Afdeling;Hospitalerne i Nordsjælland;2000853;Frederikssundsvej 30;3600;Frederikssund;Hovedstaden
219741000016002;Kl. Biokemisk afs., Udefkt. FS;Afsnit;Hospitalerne i Nordsjælland;;Frederikssundsvej 30;3600;Frederikssund;Hovedstaden
219751000016004;HI Kl. Biokemisk Afd.;Afdeling;Hospitalerne i Nordsjælland;2000851;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219771000016006;Kl. Biokemisk afs. 1621 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219821000016002;HI Neurologisk Overafdeling;Overafdeling;Hospitalerne i Nordsjælland;200031;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219831000016000;HI Neurologisk Afd., amb.;Afdeling;Hospitalerne i Nordsjælland;200031A;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219841000016007;Neurologisk amb-afs 0871 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219851000016005;Neurologisk amb-afs 0671 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219861000016008;Neurologisk amb-afs 0672 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219871000016003;Neurologisk tilsyn HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219881000016001;Neuropsykologiafs. 0672 HI;Afsnit;Hospitalerne i Nordsjælland;;Dyrehavevej 29;3400;Hillerød;Hovedstaden
219921000016005;HI Fysioterapiafd.;Afdeling;Hospitalerne i Nordsjælland;200031F;Dyrehavevej 29;3400;Hillerød;Hovedstaden
